Datetime,PJME,hour,day_of_week,month,day_of_year
2022-03-31 00:00:00,5.710927046,0,3,3,90
2022-03-31 01:00:00,5.708191276,1,3,3,90
2022-03-31 02:00:00,5.7841380000000004,2,3,3,90
2022-03-31 03:00:00,5.772970303,3,3,3,90
2022-03-31 04:00:00,5.7532537405,4,3,3,90
2022-03-31 05:00:00,5.7646592860000005,5,3,3,90
2022-03-31 06:00:00,5.864100154,6,3,3,90
2022-03-31 07:00:00,6.0424789484999994,7,3,3,90
2022-03-31 08:00:00,6.1788274565000005,8,3,3,90
2022-03-31 09:00:00,6.204923187,9,3,3,90
2022-03-31 10:00:00,6.218373187,10,3,3,90
2022-03-31 11:00:00,6.18727936,11,3,3,90
2022-03-31 12:00:00,6.1750235885,12,3,3,90
2022-03-31 13:00:00,6.166958731999999,13,3,3,90
2022-03-31 14:00:00,6.1540699515,14,3,3,90
2022-03-31 15:00:00,6.115970149,15,3,3,90
2022-03-31 16:00:00,6.119059495,16,3,3,90
2022-03-31 17:00:00,6.144887950999999,17,3,3,90
2022-03-31 18:00:00,6.1709996575,18,3,3,90
2022-03-31 19:00:00,6.1654968105,19,3,3,90
2022-03-31 20:00:00,6.1699015809999995,20,3,3,90
2022-03-31 21:00:00,6.118822828000001,21,3,3,90
2022-03-31 22:00:00,6.0124837455,22,3,3,90
2022-03-31 23:00:00,5.875071011,23,3,3,90
2022-04-01 00:00:00,5.761957056,0,4,4,91
2022-04-01 01:00:00,5.7418217985,1,4,4,91
2022-04-01 02:00:00,5.8160240210000005,2,4,4,91
2022-04-01 03:00:00,5.7987836965,3,4,4,91
2022-04-01 04:00:00,5.7852625815,4,4,4,91
2022-04-01 05:00:00,5.7881521095,5,4,4,91
2022-04-01 06:00:00,5.881994391,6,4,4,91
2022-04-01 07:00:00,6.0473217585,7,4,4,91
2022-04-01 08:00:00,6.1524644225,8,4,4,91
2022-04-01 09:00:00,6.1611147265,9,4,4,91
2022-04-01 10:00:00,6.1489798195,10,4,4,91
2022-04-01 11:00:00,6.1339439605,11,4,4,91
2022-04-01 12:00:00,6.115049015,12,4,4,91
2022-04-01 13:00:00,6.099010598,13,4,4,91
2022-04-01 14:00:00,6.0691797965,14,4,4,91
2022-04-01 15:00:00,6.048960135,15,4,4,91
2022-04-01 16:00:00,6.075875055999999,16,4,4,91
2022-04-01 17:00:00,6.1032657355,17,4,4,91
2022-04-01 18:00:00,6.1063904925,18,4,4,91
2022-04-01 19:00:00,6.095265442,19,4,4,91
2022-04-01 20:00:00,6.108241096,20,4,4,91
2022-04-01 21:00:00,6.0680128589999995,21,4,4,91
2022-04-01 22:00:00,5.9810988465,22,4,4,91
2022-04-01 23:00:00,5.8639305435,23,4,4,91
2022-04-02 00:00:00,5.7643353049999995,0,5,4,92
2022-04-02 01:00:00,5.7367635375,1,5,4,92
2022-04-02 02:00:00,5.805866671,2,5,4,92
2022-04-02 03:00:00,5.779140462,3,5,4,92
2022-04-02 04:00:00,5.757136527,4,5,4,92
2022-04-02 05:00:00,5.749093105,5,5,4,92
2022-04-02 06:00:00,5.7609463315,6,5,4,92
2022-04-02 07:00:00,5.837731529,7,5,4,92
2022-04-02 08:00:00,5.926547675,8,5,4,92
2022-04-02 09:00:00,5.9922809375,9,5,4,92
2022-04-02 10:00:00,6.0135174375,10,5,4,92
2022-04-02 11:00:00,6.02055919,11,5,4,92
2022-04-02 12:00:00,6.011442025,12,5,4,92
2022-04-02 13:00:00,5.9806160055,13,5,4,92
2022-04-02 14:00:00,5.941374367,14,5,4,92
2022-04-02 15:00:00,5.926062036499999,15,5,4,92
2022-04-02 16:00:00,5.9615847035,16,5,4,92
2022-04-02 17:00:00,5.9814187585,17,5,4,92
2022-04-02 18:00:00,6.0133608175,18,5,4,92
2022-04-02 19:00:00,6.020130259,19,5,4,92
2022-04-02 20:00:00,6.039099499500001,20,5,4,92
2022-04-02 21:00:00,6.0108083585,21,5,4,92
2022-04-02 22:00:00,5.945949982,22,5,4,92
2022-04-02 23:00:00,5.8326967155,23,5,4,92
2022-04-03 00:00:00,5.755482904,0,6,4,93
2022-04-03 01:00:00,5.7289641905,1,6,4,93
2022-04-03 02:00:00,5.8011544829999995,2,6,4,93
2022-04-03 03:00:00,5.786172938,3,6,4,93
2022-04-03 04:00:00,5.758139995,4,6,4,93
2022-04-03 05:00:00,5.7470931505,5,6,4,93
2022-04-03 06:00:00,5.7360948505,6,6,4,93
2022-04-03 07:00:00,5.7797712924999995,7,6,4,93
2022-04-03 08:00:00,5.864310121000001,8,6,4,93
2022-04-03 09:00:00,5.9168932585,9,6,4,93
2022-04-03 10:00:00,5.9942088590000004,10,6,4,93
2022-04-03 11:00:00,6.027138072,11,6,4,93
2022-04-03 12:00:00,6.051264838,12,6,4,93
2022-04-03 13:00:00,5.9944405995,13,6,4,93
2022-04-03 14:00:00,5.983575012999999,14,6,4,93
2022-04-03 15:00:00,5.9889300825,15,6,4,93
2022-04-03 16:00:00,6.02340235,16,6,4,93
2022-04-03 17:00:00,6.0467847290000005,17,6,4,93
2022-04-03 18:00:00,6.0527633215000005,18,6,4,93
2022-04-03 19:00:00,6.049328903,19,6,4,93
2022-04-03 20:00:00,6.067173969000001,20,6,4,93
2022-04-03 21:00:00,6.022775146,21,6,4,93
2022-04-03 22:00:00,5.931889034999999,22,6,4,93
2022-04-03 23:00:00,5.796805020500001,23,6,4,93
2022-04-04 00:00:00,5.690515895,0,0,4,94
2022-04-04 01:00:00,5.664667531,1,0,4,94
2022-04-04 02:00:00,5.7615996339999995,2,0,4,94
2022-04-04 03:00:00,5.734154854,3,0,4,94
2022-04-04 04:00:00,5.7166084655,4,0,4,94
2022-04-04 05:00:00,5.7177144315,5,0,4,94
2022-04-04 06:00:00,5.817381223,6,0,4,94
2022-04-04 07:00:00,5.996709232500001,7,0,4,94
2022-04-04 08:00:00,6.129931307,8,0,4,94
2022-04-04 09:00:00,6.1627745905,9,0,4,94
2022-04-04 10:00:00,6.1763526125,10,0,4,94
2022-04-04 11:00:00,6.166125046,11,0,4,94
2022-04-04 12:00:00,6.1816890125,12,0,4,94
2022-04-04 13:00:00,6.164083938,13,0,4,94
2022-04-04 14:00:00,6.154025849,14,0,4,94
2022-04-04 15:00:00,6.1338692875,15,0,4,94
2022-04-04 16:00:00,6.128591499500001,16,0,4,94
2022-04-04 17:00:00,6.1630063865,17,0,4,94
2022-04-04 18:00:00,6.1761879725,18,0,4,94
2022-04-04 19:00:00,6.144817409,19,0,4,94
2022-04-04 20:00:00,6.125844794000001,20,0,4,94
2022-04-04 21:00:00,6.048188957500001,21,0,4,94
2022-04-04 22:00:00,5.9437041090000005,22,0,4,94
2022-04-04 23:00:00,5.800300358,23,0,4,94
2022-04-05 00:00:00,5.7012654535,0,1,4,95
2022-04-05 01:00:00,5.6807354194999995,1,1,4,95
2022-04-05 02:00:00,5.755509796,2,1,4,95
2022-04-05 03:00:00,5.747101103,3,1,4,95
2022-04-05 04:00:00,5.711431386999999,4,1,4,95
2022-04-05 05:00:00,5.715137963,5,1,4,95
2022-04-05 06:00:00,5.800568877,6,1,4,95
2022-04-05 07:00:00,5.9854072585,7,1,4,95
2022-04-05 08:00:00,6.0890456085,8,1,4,95
2022-04-05 09:00:00,6.090768325,9,1,4,95
2022-04-05 10:00:00,6.0872695844999996,10,1,4,95
2022-04-05 11:00:00,6.077081532,11,1,4,95
2022-04-05 12:00:00,6.0908844349999995,12,1,4,95
2022-04-05 13:00:00,6.062893553,13,1,4,95
2022-04-05 14:00:00,6.0302008115,14,1,4,95
2022-04-05 15:00:00,6.037048399,15,1,4,95
2022-04-05 16:00:00,6.05363497,16,1,4,95
2022-04-05 17:00:00,6.0861313215,17,1,4,95
2022-04-05 18:00:00,6.111756553999999,18,1,4,95
2022-04-05 19:00:00,6.108593412,19,1,4,95
2022-04-05 20:00:00,6.0956445084999995,20,1,4,95
2022-04-05 21:00:00,6.040569259,21,1,4,95
2022-04-05 22:00:00,5.929159082,22,1,4,95
2022-04-05 23:00:00,5.784269546,23,1,4,95
2022-04-06 00:00:00,5.6761708585,0,2,4,96
2022-04-06 01:00:00,5.662871841,1,2,4,96
2022-04-06 02:00:00,5.7283621985,2,2,4,96
2022-04-06 03:00:00,5.702826887,3,2,4,96
2022-04-06 04:00:00,5.685089788,4,2,4,96
2022-04-06 05:00:00,5.688362547,5,2,4,96
2022-04-06 06:00:00,5.778096185500001,6,2,4,96
2022-04-06 07:00:00,5.960475039,7,2,4,96
2022-04-06 08:00:00,6.0779211565,8,2,4,96
2022-04-06 09:00:00,6.0947034225,9,2,4,96
2022-04-06 10:00:00,6.095671039,10,2,4,96
2022-04-06 11:00:00,6.107731897000001,11,2,4,96
2022-04-06 12:00:00,6.107875837,12,2,4,96
2022-04-06 13:00:00,6.1213112375000005,13,2,4,96
2022-04-06 14:00:00,6.0550264085,14,2,4,96
2022-04-06 15:00:00,6.036896251,15,2,4,96
2022-04-06 16:00:00,6.0726863955,16,2,4,96
2022-04-06 17:00:00,6.096996341500001,17,2,4,96
2022-04-06 18:00:00,6.1181914125,18,2,4,96
2022-04-06 19:00:00,6.1137183695,19,2,4,96
2022-04-06 20:00:00,6.0993539955,20,2,4,96
2022-04-06 21:00:00,6.050196703,21,2,4,96
2022-04-06 22:00:00,5.937972606000001,22,2,4,96
2022-04-06 23:00:00,5.804818876500001,23,2,4,96
2022-04-07 00:00:00,5.698701249999999,0,3,4,97
2022-04-07 01:00:00,5.668291771,1,3,4,97
2022-04-07 02:00:00,5.7625441665,2,3,4,97
2022-04-07 03:00:00,5.725929193000001,3,3,4,97
2022-04-07 04:00:00,5.698713848000001,4,3,4,97
2022-04-07 05:00:00,5.703233847,5,3,4,97
2022-04-07 06:00:00,5.7966745070000005,6,3,4,97
2022-04-07 07:00:00,5.9813602295,7,3,4,97
2022-04-07 08:00:00,6.1097437085,8,3,4,97
2022-04-07 09:00:00,6.142034819,9,3,4,97
2022-04-07 10:00:00,6.1533366315,10,3,4,97
2022-04-07 11:00:00,6.138255342500001,11,3,4,97
2022-04-07 12:00:00,6.144389608,12,3,4,97
2022-04-07 13:00:00,6.1249572525,13,3,4,97
2022-04-07 14:00:00,6.094704463999999,14,3,4,97
2022-04-07 15:00:00,6.065276497999999,15,3,4,97
2022-04-07 16:00:00,6.0958107295,16,3,4,97
2022-04-07 17:00:00,6.133757171,17,3,4,97
2022-04-07 18:00:00,6.1364793805,18,3,4,97
2022-04-07 19:00:00,6.130561972,19,3,4,97
2022-04-07 20:00:00,6.1180417590000005,20,3,4,97
2022-04-07 21:00:00,6.0801003775,21,3,4,97
2022-04-07 22:00:00,5.9885578345,22,3,4,97
2022-04-07 23:00:00,5.8564978844999995,23,3,4,97
2022-04-08 00:00:00,5.729616309,0,4,4,98
2022-04-08 01:00:00,5.7161002265,1,4,4,98
2022-04-08 02:00:00,5.79442809,2,4,4,98
2022-04-08 03:00:00,5.776215713,3,4,4,98
2022-04-08 04:00:00,5.775749385499999,4,4,4,98
2022-04-08 05:00:00,5.7610768530000005,5,4,4,98
2022-04-08 06:00:00,5.835388259,6,4,4,98
2022-04-08 07:00:00,6.0037816315,7,4,4,98
2022-04-08 08:00:00,6.126479339,8,4,4,98
2022-04-08 09:00:00,6.1311783559999995,9,4,4,98
2022-04-08 10:00:00,6.110465915000001,10,4,4,98
2022-04-08 11:00:00,6.091442300000001,11,4,4,98
2022-04-08 12:00:00,6.070008286,12,4,4,98
2022-04-08 13:00:00,6.040520783,13,4,4,98
2022-04-08 14:00:00,6.001452951,14,4,4,98
2022-04-08 15:00:00,5.9678583925,15,4,4,98
2022-04-08 16:00:00,6.0150075125,16,4,4,98
2022-04-08 17:00:00,6.0658045094999995,17,4,4,98
2022-04-08 18:00:00,6.073051223,18,4,4,98
2022-04-08 19:00:00,6.081560571,19,4,4,98
2022-04-08 20:00:00,6.0776261495,20,4,4,98
2022-04-08 21:00:00,6.0361058750000005,21,4,4,98
2022-04-08 22:00:00,5.9483866135,22,4,4,98
2022-04-08 23:00:00,5.828019834,23,4,4,98
2022-04-09 00:00:00,5.7264466755,0,5,4,99
2022-04-09 01:00:00,5.701358234000001,1,5,4,99
2022-04-09 02:00:00,5.764217755500001,2,5,4,99
2022-04-09 03:00:00,5.7356417545,3,5,4,99
2022-04-09 04:00:00,5.7130014424999995,4,5,4,99
2022-04-09 05:00:00,5.702981718,5,5,4,99
2022-04-09 06:00:00,5.7193504985,6,5,4,99
2022-04-09 07:00:00,5.777605939,7,5,4,99
2022-04-09 08:00:00,5.8539553355,8,5,4,99
2022-04-09 09:00:00,5.872849217000001,9,5,4,99
2022-04-09 10:00:00,5.8773701165,10,5,4,99
2022-04-09 11:00:00,5.8641272365,11,5,4,99
2022-04-09 12:00:00,5.8641656555,12,5,4,99
2022-04-09 13:00:00,5.8469874395,13,5,4,99
2022-04-09 14:00:00,5.819430475000001,14,5,4,99
2022-04-09 15:00:00,5.822733728999999,15,5,4,99
2022-04-09 16:00:00,5.8785244164999995,16,5,4,99
2022-04-09 17:00:00,5.906106232000001,17,5,4,99
2022-04-09 18:00:00,5.9649040719999995,18,5,4,99
2022-04-09 19:00:00,5.974657282,19,5,4,99
2022-04-09 20:00:00,5.9687260685000005,20,5,4,99
2022-04-09 21:00:00,5.953698618000001,21,5,4,99
2022-04-09 22:00:00,5.8821290785,22,5,4,99
2022-04-09 23:00:00,5.7693991705,23,5,4,99
2022-04-10 00:00:00,5.6856055995,0,6,4,100
2022-04-10 01:00:00,5.6709302355,1,6,4,100
2022-04-10 02:00:00,5.7487026515,2,6,4,100
2022-04-10 03:00:00,5.723945028,3,6,4,100
2022-04-10 04:00:00,5.698830579499999,4,6,4,100
2022-04-10 05:00:00,5.685866266,5,6,4,100
2022-04-10 06:00:00,5.6895171855,6,6,4,100
2022-04-10 07:00:00,5.7325589745,7,6,4,100
2022-04-10 08:00:00,5.8324994305,8,6,4,100
2022-04-10 09:00:00,5.8688766405,9,6,4,100
2022-04-10 10:00:00,5.8804085035,10,6,4,100
2022-04-10 11:00:00,5.8971591320000005,11,6,4,100
2022-04-10 12:00:00,5.8994036434999995,12,6,4,100
2022-04-10 13:00:00,5.8783152175,13,6,4,100
2022-04-10 14:00:00,5.8696405259999995,14,6,4,100
2022-04-10 15:00:00,5.8468899465,15,6,4,100
2022-04-10 16:00:00,5.895674886,16,6,4,100
2022-04-10 17:00:00,5.9379217215,17,6,4,100
2022-04-10 18:00:00,5.9643591455,18,6,4,100
2022-04-10 19:00:00,5.96595632,19,6,4,100
2022-04-10 20:00:00,5.9661686075,20,6,4,100
2022-04-10 21:00:00,5.9447364050000004,21,6,4,100
2022-04-10 22:00:00,5.8557274345,22,6,4,100
2022-04-10 23:00:00,5.742358844,23,6,4,100
2022-04-11 00:00:00,5.635840641,0,0,4,101
2022-04-11 01:00:00,5.6372703065,1,0,4,101
2022-04-11 02:00:00,5.7070893295000005,2,0,4,101
2022-04-11 03:00:00,5.6987621045,3,0,4,101
2022-04-11 04:00:00,5.6677919975,4,0,4,101
2022-04-11 05:00:00,5.669939415,5,0,4,101
2022-04-11 06:00:00,5.76136264,6,0,4,101
2022-04-11 07:00:00,5.904549677,7,0,4,101
2022-04-11 08:00:00,6.0420002835,8,0,4,101
2022-04-11 09:00:00,6.095539584,9,0,4,101
2022-04-11 10:00:00,6.082504870999999,10,0,4,101
2022-04-11 11:00:00,6.0685509855,11,0,4,101
2022-04-11 12:00:00,6.0353659115,12,0,4,101
2022-04-11 13:00:00,6.0089510065,13,0,4,101
2022-04-11 14:00:00,5.9855824425,14,0,4,101
2022-04-11 15:00:00,5.993622692,15,0,4,101
2022-04-11 16:00:00,6.0164345225,16,0,4,101
2022-04-11 17:00:00,6.0196668945,17,0,4,101
2022-04-11 18:00:00,6.0596466615,18,0,4,101
2022-04-11 19:00:00,6.061770017000001,19,0,4,101
2022-04-11 20:00:00,6.045281768,20,0,4,101
2022-04-11 21:00:00,6.004214979,21,0,4,101
2022-04-11 22:00:00,5.9033877915,22,0,4,101
2022-04-11 23:00:00,5.7570264165000005,23,0,4,101
2022-04-12 00:00:00,5.644866577,0,1,4,102
2022-04-12 01:00:00,5.6391932455,1,1,4,102
2022-04-12 02:00:00,5.693021793,2,1,4,102
2022-04-12 03:00:00,5.653127207000001,3,1,4,102
2022-04-12 04:00:00,5.62909141,4,1,4,102
2022-04-12 05:00:00,5.6300337145,5,1,4,102
2022-04-12 06:00:00,5.7123906665,6,1,4,102
2022-04-12 07:00:00,5.84989866,7,1,4,102
2022-04-12 08:00:00,5.975601327,8,1,4,102
2022-04-12 09:00:00,6.040426954,9,1,4,102
2022-04-12 10:00:00,6.0528289310000005,10,1,4,102
2022-04-12 11:00:00,6.0569603845,11,1,4,102
2022-04-12 12:00:00,6.053452944,12,1,4,102
2022-04-12 13:00:00,6.0584089814999995,13,1,4,102
2022-04-12 14:00:00,6.001330801,14,1,4,102
2022-04-12 15:00:00,5.9988612525,15,1,4,102
2022-04-12 16:00:00,6.017020925000001,16,1,4,102
2022-04-12 17:00:00,6.0538322529999995,17,1,4,102
2022-04-12 18:00:00,6.067070914,18,1,4,102
2022-04-12 19:00:00,6.0494106405,19,1,4,102
2022-04-12 20:00:00,6.02812856,20,1,4,102
2022-04-12 21:00:00,5.978516089999999,21,1,4,102
2022-04-12 22:00:00,5.8746866855,22,1,4,102
2022-04-12 23:00:00,5.742485532,23,1,4,102
2022-04-13 00:00:00,5.6365237215,0,2,4,103
2022-04-13 01:00:00,5.617822222,1,2,4,103
2022-04-13 02:00:00,5.6708689825,2,2,4,103
2022-04-13 03:00:00,5.639293074999999,3,2,4,103
2022-04-13 04:00:00,5.615628452,4,2,4,103
2022-04-13 05:00:00,5.615653682,5,2,4,103
2022-04-13 06:00:00,5.7059470825,6,2,4,103
2022-04-13 07:00:00,5.845760486,7,2,4,103
2022-04-13 08:00:00,5.963574976,8,2,4,103
2022-04-13 09:00:00,6.0147704525000005,9,2,4,103
2022-04-13 10:00:00,6.02083886,10,2,4,103
2022-04-13 11:00:00,6.0261186555,11,2,4,103
2022-04-13 12:00:00,6.010514548,12,2,4,103
2022-04-13 13:00:00,5.999921689000001,13,2,4,103
2022-04-13 14:00:00,5.9638424435,14,2,4,103
2022-04-13 15:00:00,5.9468029090000005,15,2,4,103
2022-04-13 16:00:00,5.9920264015,16,2,4,103
2022-04-13 17:00:00,6.0130535895,17,2,4,103
2022-04-13 18:00:00,6.02748975,18,2,4,103
2022-04-13 19:00:00,6.019336195,19,2,4,103
2022-04-13 20:00:00,6.004730202,20,2,4,103
2022-04-13 21:00:00,5.975415637999999,21,2,4,103
2022-04-13 22:00:00,5.878031007000001,22,2,4,103
2022-04-13 23:00:00,5.7494400485,23,2,4,103
2022-04-14 00:00:00,5.640864551,0,3,4,104
2022-04-14 01:00:00,5.620121233000001,1,3,4,104
2022-04-14 02:00:00,5.679399448,2,3,4,104
2022-04-14 03:00:00,5.6509421925000005,3,3,4,104
2022-04-14 04:00:00,5.620721086,4,3,4,104
2022-04-14 05:00:00,5.633024939,5,3,4,104
2022-04-14 06:00:00,5.719228144000001,6,3,4,104
2022-04-14 07:00:00,5.847268231999999,7,3,4,104
2022-04-14 08:00:00,5.9617872525,8,3,4,104
2022-04-14 09:00:00,6.036489868,9,3,4,104
2022-04-14 10:00:00,6.0367206515,10,3,4,104
2022-04-14 11:00:00,6.009332232,11,3,4,104
2022-04-14 12:00:00,5.984574533,12,3,4,104
2022-04-14 13:00:00,5.9897349195,13,3,4,104
2022-04-14 14:00:00,5.977353279,14,3,4,104
2022-04-14 15:00:00,5.970053461,15,3,4,104
2022-04-14 16:00:00,5.959456617,16,3,4,104
2022-04-14 17:00:00,5.9817181845,17,3,4,104
2022-04-14 18:00:00,5.9864512555000005,18,3,4,104
2022-04-14 19:00:00,5.9841125195,19,3,4,104
2022-04-14 20:00:00,5.982959156,20,3,4,104
2022-04-14 21:00:00,5.948558005,21,3,4,104
2022-04-14 22:00:00,5.8570297,22,3,4,104
2022-04-14 23:00:00,5.7460193870000005,23,3,4,104
2022-04-15 00:00:00,5.6503732355,0,4,4,105
2022-04-15 01:00:00,5.6093792425,1,4,4,105
2022-04-15 02:00:00,5.6634751125000005,2,4,4,105
2022-04-15 03:00:00,5.619757530499999,3,4,4,105
2022-04-15 04:00:00,5.6077480765,4,4,4,105
2022-04-15 05:00:00,5.603485556,5,4,4,105
2022-04-15 06:00:00,5.6242240145,6,4,4,105
2022-04-15 07:00:00,5.7084526315,7,4,4,105
2022-04-15 08:00:00,5.78951055,8,4,4,105
2022-04-15 09:00:00,5.8468543425,9,4,4,105
2022-04-15 10:00:00,5.8506077275,10,4,4,105
2022-04-15 11:00:00,5.839219707,11,4,4,105
2022-04-15 12:00:00,5.822834267,12,4,4,105
2022-04-15 13:00:00,5.8143002405,13,4,4,105
2022-04-15 14:00:00,5.7823156415,14,4,4,105
2022-04-15 15:00:00,5.765221744,15,4,4,105
2022-04-15 16:00:00,5.7721783585,16,4,4,105
2022-04-15 17:00:00,5.8217224415,17,4,4,105
2022-04-15 18:00:00,5.866272783,18,4,4,105
2022-04-15 19:00:00,5.859282284,19,4,4,105
2022-04-15 20:00:00,5.872173715500001,20,4,4,105
2022-04-15 21:00:00,5.861115006,21,4,4,105
2022-04-15 22:00:00,5.776643308000001,22,4,4,105
2022-04-15 23:00:00,5.6891547755000005,23,4,4,105
2022-04-16 00:00:00,5.5892043385,0,5,4,106
2022-04-16 01:00:00,5.559672265,1,5,4,106
2022-04-16 02:00:00,5.582538397,2,5,4,106
2022-04-16 03:00:00,5.5432843645,3,5,4,106
2022-04-16 04:00:00,5.51519734,4,5,4,106
2022-04-16 05:00:00,5.480131942,5,5,4,106
2022-04-16 06:00:00,5.489020372,6,5,4,106
2022-04-16 07:00:00,5.566983063,7,5,4,106
2022-04-16 08:00:00,5.6858439655,8,5,4,106
2022-04-16 09:00:00,5.754927894,9,5,4,106
2022-04-16 10:00:00,5.7844216705000004,10,5,4,106
2022-04-16 11:00:00,5.763119659,11,5,4,106
2022-04-16 12:00:00,5.750288343999999,12,5,4,106
2022-04-16 13:00:00,5.719654682,13,5,4,106
2022-04-16 14:00:00,5.7058532495000005,14,5,4,106
2022-04-16 15:00:00,5.6976286795,15,5,4,106
2022-04-16 16:00:00,5.716661457,16,5,4,106
2022-04-16 17:00:00,5.7797021465,17,5,4,106
2022-04-16 18:00:00,5.8140870795,18,5,4,106
2022-04-16 19:00:00,5.8159216615,19,5,4,106
2022-04-16 20:00:00,5.8216999314999995,20,5,4,106
2022-04-16 21:00:00,5.832094617999999,21,5,4,106
2022-04-16 22:00:00,5.748009422,22,5,4,106
2022-04-16 23:00:00,5.6662519995,23,5,4,106
2022-04-17 00:00:00,5.559141995999999,0,6,4,107
2022-04-17 01:00:00,5.5287594045,1,6,4,107
2022-04-17 02:00:00,5.5394055275,2,6,4,107
2022-04-17 03:00:00,5.514046384,3,6,4,107
2022-04-17 04:00:00,5.482443027,4,6,4,107
2022-04-17 05:00:00,5.4679610929999996,5,6,4,107
2022-04-17 06:00:00,5.4507513145,6,6,4,107
2022-04-17 07:00:00,5.506102906500001,7,6,4,107
2022-04-17 08:00:00,5.6110381875,8,6,4,107
2022-04-17 09:00:00,5.689606142000001,9,6,4,107
2022-04-17 10:00:00,5.7179072375,10,6,4,107
2022-04-17 11:00:00,5.7470899785,11,6,4,107
2022-04-17 12:00:00,5.756565612999999,12,6,4,107
2022-04-17 13:00:00,5.746329462,13,6,4,107
2022-04-17 14:00:00,5.7091975855,14,6,4,107
2022-04-17 15:00:00,5.6904980525,15,6,4,107
2022-04-17 16:00:00,5.726709367,16,6,4,107
2022-04-17 17:00:00,5.740376469999999,17,6,4,107
2022-04-17 18:00:00,5.767880002,18,6,4,107
2022-04-17 19:00:00,5.78283311,19,6,4,107
2022-04-17 20:00:00,5.795416176,20,6,4,107
2022-04-17 21:00:00,5.803243677999999,21,6,4,107
2022-04-17 22:00:00,5.7178190099999995,22,6,4,107
2022-04-17 23:00:00,5.621133279,23,6,4,107
2022-04-18 00:00:00,5.526452697,0,0,4,108
2022-04-18 01:00:00,5.494795152,1,0,4,108
2022-04-18 02:00:00,5.5231493595,2,0,4,108
2022-04-18 03:00:00,5.4903270514999996,3,0,4,108
2022-04-18 04:00:00,5.48244701,4,0,4,108
2022-04-18 05:00:00,5.4840020645,5,0,4,108
2022-04-18 06:00:00,5.501881548,6,0,4,108
2022-04-18 07:00:00,5.5473389925,7,0,4,108
2022-04-18 08:00:00,5.6457547439999995,8,0,4,108
2022-04-18 09:00:00,5.7279629005,9,0,4,108
2022-04-18 10:00:00,5.73040069,10,0,4,108
2022-04-18 11:00:00,5.7185160125,11,0,4,108
2022-04-18 12:00:00,5.7123419865,12,0,4,108
2022-04-18 13:00:00,5.690284988,13,0,4,108
2022-04-18 14:00:00,5.6898698275,14,0,4,108
2022-04-18 15:00:00,5.674227241500001,15,0,4,108
2022-04-18 16:00:00,5.742923338000001,16,0,4,108
2022-04-18 17:00:00,5.8254878515,17,0,4,108
2022-04-18 18:00:00,5.8743323115,18,0,4,108
2022-04-18 19:00:00,5.8788887135,19,0,4,108
2022-04-18 20:00:00,5.884985240000001,20,0,4,108
2022-04-18 21:00:00,5.8598393355,21,0,4,108
2022-04-18 22:00:00,5.7807033515,22,0,4,108
2022-04-18 23:00:00,5.651533880500001,23,0,4,108
2022-04-19 00:00:00,5.566806629,0,1,4,109
2022-04-19 01:00:00,5.523014783,1,1,4,109
2022-04-19 02:00:00,5.5700288785000005,2,1,4,109
2022-04-19 03:00:00,5.5332939005,3,1,4,109
2022-04-19 04:00:00,5.5288375599999995,4,1,4,109
2022-04-19 05:00:00,5.52737709,5,1,4,109
2022-04-19 06:00:00,5.606782724,6,1,4,109
2022-04-19 07:00:00,5.759400836999999,7,1,4,109
2022-04-19 08:00:00,5.8933963904999995,8,1,4,109
2022-04-19 09:00:00,5.9417081110000005,9,1,4,109
2022-04-19 10:00:00,5.9536009965000005,10,1,4,109
2022-04-19 11:00:00,5.9939411785,11,1,4,109
2022-04-19 12:00:00,6.01366773,12,1,4,109
2022-04-19 13:00:00,6.0094396005,13,1,4,109
2022-04-19 14:00:00,5.942926396,14,1,4,109
2022-04-19 15:00:00,5.8811410625,15,1,4,109
2022-04-19 16:00:00,5.883170418,16,1,4,109
2022-04-19 17:00:00,5.976358385499999,17,1,4,109
2022-04-19 18:00:00,5.988091369499999,18,1,4,109
2022-04-19 19:00:00,5.975956546,19,1,4,109
2022-04-19 20:00:00,5.9566080150000005,20,1,4,109
2022-04-19 21:00:00,5.922689191,21,1,4,109
2022-04-19 22:00:00,5.822404234,22,1,4,109
2022-04-19 23:00:00,5.6976600269999995,23,1,4,109
2022-04-20 00:00:00,5.6119671835,0,2,4,110
2022-04-20 01:00:00,5.5809627405,1,2,4,110
2022-04-20 02:00:00,5.6139842465,2,2,4,110
2022-04-20 03:00:00,5.5900012575,3,2,4,110
2022-04-20 04:00:00,5.5667382715,4,2,4,110
2022-04-20 05:00:00,5.5668479815000005,5,2,4,110
2022-04-20 06:00:00,5.650183943,6,2,4,110
2022-04-20 07:00:00,5.8101265264999995,7,2,4,110
2022-04-20 08:00:00,5.9358270805,8,2,4,110
2022-04-20 09:00:00,5.9808467935,9,2,4,110
2022-04-20 10:00:00,5.976557588,10,2,4,110
2022-04-20 11:00:00,5.9673146535,11,2,4,110
2022-04-20 12:00:00,5.933590978,12,2,4,110
2022-04-20 13:00:00,5.9061807040000005,13,2,4,110
2022-04-20 14:00:00,5.887921938,14,2,4,110
2022-04-20 15:00:00,5.8698264695,15,2,4,110
2022-04-20 16:00:00,5.888812076,16,2,4,110
2022-04-20 17:00:00,5.9269393605000005,17,2,4,110
